Order ID;Customer ID;Created Date;Trx Order Detail → Product Name;Trx Order Detail → Qty;Trx Order Detail → Price
MA-218-614290-20231026150325;218;2023-10-26T15:03:25;Odeng;1;10909
MA-218-614290-20231026150325;218;2023-10-26T15:03:25;Packaging Boiled Side Dish;1;0
MA-218-614290-20231026150325;218;2023-10-26T15:03:25;Dimsum Jamur;1;10909
MA-218-614290-20231026150325;218;2023-10-26T15:03:25;Packaging Noodle;1;0
MA-218-614290-20231026150325;218;2023-10-26T15:03:25;Chilli Ramyeon Level 1;1;0
MA-218-614290-20231026150325;218;2023-10-26T15:03:25;Chicken Fried Ramyeon;1;17273
MA-218-614290-20231026150325;218;2023-10-26T15:03:25;Udang Goreng Rambutan;1;13636
MA-218-614293-20231027101223;218;2023-10-27T10:12:23;Roti Kukus Susu;15;7273
MA-218-846260-20231027161947;218;2023-10-27T16:19:47;Baso Goreng;1;11818
MA-218-846260-20231027162234;218;2023-10-27T16:22:34;KitKat Cheese Crunchy Large;2;21818
MA-218-846260-20231027170841;218;2023-10-27T17:08:41;KitKat Cheese Crunchy Large;2;21818
MA-218-614293-20231030141316;218;2023-10-30T14:13:16;Roti Kukus Chocomaltine;1;10909
MA-218-614293-20231030141316;218;2023-10-30T14:13:16;Roti Bakar Chocomaltine;1;24545
MA-218-614293-20231031125936;218;2023-10-31T12:59:36;Boba Brown Sugar Fresh Milk Large;2;16364
MA-218-614293-20231101103813;218;2023-11-01T10:38:13;KitKat Cheese Crunchy Large;2;21818
MA-218-614293-20231101132649;218;2023-11-01T13:26:49;KitKat Cheese Crunchy Large;2;21818
MA-218-846260-20231102101716;218;2023-11-02T10:17:16;Lumpia Goreng Kulit Tahu;1;13636
MA-218-846260-20231102101716;218;2023-11-02T10:17:16;Dimsum Ayam Wortel;1;10909
MA-218-846260-20231102101716;218;2023-11-02T10:17:16;KitKat Cheese Crunchy Large;1;21818
MA-218-846260-20231102101716;218;2023-11-02T10:17:16;Udang Goreng Rambutan;1;13636
MA-218-846260-20231102102434;218;2023-11-02T10:24:34;Chicken Fried Ramyeon;1;17273
MA-218-846260-20231103163710;218;2023-11-03T16:37:10;Udang Goreng Rambutan;1;13636
MA-218-846260-20231103163710;218;2023-11-03T16:37:10;Dimsum Ayam Wortel;1;10909
MA-218-846260-20231103163710;218;2023-11-03T16:37:10;Roti Kukus Chocomaltine;2;10909
MA-218-846260-20231103163710;218;2023-11-03T16:37:10;KitKat Cheese Crunchy Large;2;21818
MA-218-846260-20231103163710;218;2023-11-03T16:37:10;Chicken Fried Ramyeon;2;17273
MA-218-846260-20231103173321;218;2023-11-03T17:33:21;KitKat Cheese Crunchy Large;2;21818
MA-218-614293-20231107100204;218;2023-11-07T10:02:04;Choco Toast made with KitKat;1;26364
MA-218-614293-20231107100204;218;2023-11-07T10:02:04;Usus Goreng;1;11818
MA-218-614293-20231107134843;218;2023-11-07T13:48:43;KitKat Cheese Crunchy Large;2;21818
MA-218-614293-20231107134843;218;2023-11-07T13:48:43;Roti Kukus Chocomaltine;2;10909
MA-218-846260-20231107152637;218;2023-11-07T15:26:37;Cotton Candy Large;1;13636
MA-218-846260-20231107152637;218;2023-11-07T15:26:37;Roti Bakar Chocomaltine Keju;1;30000
MA-218-846260-20231107152637;218;2023-11-07T15:26:37;Choco Lava Milo Large;1;14545
MA-218-846260-20231107152637;218;2023-11-07T15:26:37;Choco Hazelnut Large;1;13636
MA-218-846260-20231107152637;218;2023-11-07T15:26:37;Ovaltine Large;1;12727
MA-218-846260-20231107152637;218;2023-11-07T15:26:37;Thai Tea Large;1;10000
MA-218-846260-20231108101328;218;2023-11-08T10:13:28;Green Thai Tea Large;1;10909
MA-218-846260-20231108101328;218;2023-11-08T10:13:28;Chicken Siomay;1;10909
MA-218-846260-20231108101328;218;2023-11-08T10:13:28;Udang Goreng Rambutan;1;13636
MA-218-846260-20231108101328;218;2023-11-08T10:13:28;Thai Tea Large;1;10000
MA-218-846260-20231108104641;218;2023-11-08T10:46:41;Spicy Bibim Fried Ramyeon;2;17273
MA-218-846260-20231108111412;218;2023-11-08T11:14:12;KitKat Cheese Crunchy Large;2;21818
MA-218-614293-20231108153429;218;2023-11-08T15:34:29;Roti Bakar Cream Butter;1;20000
MA-218-614293-20231108153429;218;2023-11-08T15:34:29;Roti Kukus Keju;1;10000
MA-218-614293-20231109154355;218;2023-11-09T15:43:55;Thai Tea Large;1;10000
MA-218-614293-20231109154355;218;2023-11-09T15:43:55;Cotton Candy Silky Pudding;1;9091
MA-218-614293-20231109154532;218;2023-11-09T15:45:32;Thai Tea Large;1;10000
MA-218-614293-20231109154532;218;2023-11-09T15:45:32;Cotton Candy Silky Pudding;1;9091
MA-218-614293-20231109155734;218;2023-11-09T15:57:34;Boba Brown Sugar;2;3636
MA-218-614293-20231109155734;218;2023-11-09T15:57:34;Thai Tea Large;2;10000
MA-218-614293-20231110141854;218;2023-11-10T14:18:54;Boba Brown Sugar Fresh Milk Medium;1;13636
MA-218-614293-20231110141854;218;2023-11-10T14:18:54;Milo Silky Pudding;1;9091
MA-218-614293-20231110141854;218;2023-11-10T14:18:54;Taro Silky Pudding;1;9091
MA-218-614293-20231110141854;218;2023-11-10T14:18:54;Thai Tea Silky Pudding;1;9091
MA-218-614293-20231110141854;218;2023-11-10T14:18:54;Green Tea Silky Pudding;1;9091
MA-218-614293-20231110141854;218;2023-11-10T14:18:54;Cotton Candy Silky Pudding;1;9091
MA-218-614293-20231110141854;218;2023-11-10T14:18:54;Thai Tea Large;1;10000
MA-218-614293-20231113152921;218;2023-11-13T15:29:21;Thai Tea Silky Pudding;1;9091
MA-218-614293-20231113152921;218;2023-11-13T15:29:21;Thai Tea Large;1;10000
MA-218-614293-20231113152921;218;2023-11-13T15:29:21;Green Thai Tea Large;1;10909
MA-218-614293-20231113152921;218;2023-11-13T15:29:21;Taro Silky Pudding;1;9091
MA-218-846260-20231113180300;218;2023-11-13T18:03:00;Green Thai Tea Large;1;10909
MA-218-846260-20231113180300;218;2023-11-13T18:03:00;Thai Tea Large;1;10000
MA-218-846260-20231113180300;218;2023-11-13T18:03:00;Chicken Fried Ramyeon;2;17273
MA-218-614293-20231114153524;218;2023-11-14T15:35:24;Boba Brown Sugar Fresh Milk Medium;1;13636
MA-218-614293-20231114162341;218;2023-11-14T16:23:41;Roti Kukus Coklat Keju;1;12727
MA-218-614293-20231114162341;218;2023-11-14T16:23:41;Roti Bakar Cream Butter;1;20000
MA-218-614293-20231114162341;218;2023-11-14T16:23:41;Roti Kukus Chocomaltine Keju;1;14545
MA-218-614293-20231115101740;218;2023-11-15T10:17:40;Thai Tea Silky Pudding;1;9091
MA-218-614293-20231115101740;218;2023-11-15T10:17:40;Green Tea Silky Pudding;2;9091
MA-218-614293-20231115101740;218;2023-11-15T10:17:40;Green Thai Tea Large;1;10909
MA-218-614293-20231115101740;218;2023-11-15T10:17:40;Thai Tea Large;1;10000
MA-218-846260-20231115150609;218;2023-11-15T15:06:09;Dimsum Beef;1;10909
MA-218-846260-20231115150609;218;2023-11-15T15:06:09;Thai Tea Large;1;10000
MA-218-846260-20231115150609;218;2023-11-15T15:06:09;Odeng;1;10909
MA-218-614290-20231115182942;218;2023-11-15T18:29:42;Telur Mata Sapi;1;4545
MA-218-614290-20231115182942;218;2023-11-15T18:29:42;KitKat Cheese Crunchy Large;1;21818
MA-218-614290-20231115182942;218;2023-11-15T18:29:42;Chilli Ramyeon Level 1;1;0
MA-218-614290-20231115182942;218;2023-11-15T18:29:42;Spicy Bibim Fried Ramyeon;1;17273
MA-218-614290-20231115182942;218;2023-11-15T18:29:42;Packaging Noodle;1;0
MA-218-613954-20231116115429;218;2023-11-16T11:54:29;Lemon Tea Yakult Large;1;18182
MA-218-613954-20231116115429;218;2023-11-16T11:54:29;Fresh Lemon Tea Large;1;11818
MA-218-461457-20231116115740;218;2023-11-16T11:57:40;Fresh Lemon Tea Large;1;11818
MA-218-461457-20231116115740;218;2023-11-16T11:57:40;Lemon Tea Yakult Large;1;18182
MA-218-441091-20231116120159;218;2023-11-16T12:01:59;Fresh Lemon Tea Large;1;11818
MA-218-441091-20231116120159;218;2023-11-16T12:01:59;Lemon Tea Yakult Large;1;18182
MA-218-614293-20231116142931;218;2023-11-16T14:29:31;Thai Tea Large;1;10000
MA-218-461457-20231116163707;218;2023-11-16T16:37:07;Fresh Lemon Tea Large;1;11818
MA-218-461457-20231116163707;218;2023-11-16T16:37:07;Lemon Tea Yakult Large;1;18182
MA-218-614293-20231116182052;218;2023-11-16T18:20:52;Kopi Susu Kampung Small;1;8182
MA-218-614293-20231116190747;218;2023-11-16T19:07:47;Kopi Susu Kampung Small;1;8182
MA-218-614293-20231117101126;218;2023-11-17T10:11:26;Baso Goreng;1;11818
MA-218-614293-20231117101126;218;2023-11-17T10:11:26;Usus Goreng;1;11818
MA-218-614293-20231117101126;218;2023-11-17T10:11:26;Macaroni Goreng;1;10909
MA-218-614293-20231117101126;218;2023-11-17T10:11:26;Keripik Tempe Goreng;1;10909
MA-218-614293-20231117102941;218;2023-11-17T10:29:41;Green Thai Tea Large;1;10909
MA-218-614293-20231117102941;218;2023-11-17T10:29:41;Cotton Candy Large;1;13636
MA-218-544088-20231117104534;218;2023-11-17T10:45:34;Fresh Lemon Tea Large;1;11818
MA-218-544088-20231117104534;218;2023-11-17T10:45:34;Lemon Tea Yakult Large;1;18182
MA-218-614293-20231117133609;218;2023-11-17T13:36:09;Roti Kukus Chocomaltine;1;10909
MA-218-461457-20231117135047;218;2023-11-17T13:50:47;Fresh Lemon Tea Large;1;11818
MA-218-461457-20231117135047;218;2023-11-17T13:50:47;Lemon Tea Yakult Large;1;18182
MA-218-474378-20231117214212;218;2023-11-17T21:42:12;Kopi Susu Kampung Small;3;8182
MA-218-474378-20231117214212;218;2023-11-17T21:42:12;Choco Cheese Crunchy Large;5;21818
MA-218-614293-20231120141031;218;2023-11-20T14:10:31;Choco Cheese Crunchy Large;2;21818
MA-218-614293-20231120141031;218;2023-11-20T14:10:31;Roti Maryam Coklat Keju;1;14545
MA-218-846260-20231121144938;218;2023-11-21T14:49:38;Choco Cheese Crunchy Large;1;21818
MA-218-846260-20231121144938;218;2023-11-21T14:49:38;Chicken Fried Ramyeon;1;17273
MA-218-846260-20231121144938;218;2023-11-21T14:49:38;Chicken Siomay;1;10909
MA-218-846260-20231121145640;218;2023-11-21T14:56:40;Spicy Bibim Fried Ramyeon;1;17273
MA-218-846260-20231121145640;218;2023-11-21T14:56:40;Packaging Boiled Side Dish;1;0
MA-218-846260-20231121145640;218;2023-11-21T14:56:40;Spicy Odeng;1;14545
MA-218-846260-20231121145640;218;2023-11-21T14:56:40;Thai Tea Large;1;10000
MA-218-846260-20231121160329;218;2023-11-21T16:03:29;Topokki;1;22727
MA-218-846260-20231121160329;218;2023-11-21T16:03:29;gimmari;2;4545
MA-218-846260-20231121160329;218;2023-11-21T16:03:29;Mandu;1;4545
MA-218-614293-20231122140132;218;2023-11-22T14:01:32;Choco Lava Large;2;14545
MA-218-614293-20231122140132;218;2023-11-22T14:01:32;Taro Large;2;11818
MA-218-614293-20231122140132;218;2023-11-22T14:01:32;Green Thai Tea Large;2;10909
MA-218-614293-20231122140132;218;2023-11-22T14:01:32;Thai Tea Large;2;10000
MA-218-614293-20231122140132;218;2023-11-22T14:01:32;Cotton Candy Large;2;13636
MA-218-614293-20231122153934;218;2023-11-22T15:39:34;Green Tea Silky Pudding;1;9091
MA-218-614293-20231122153934;218;2023-11-22T15:39:34;Choco Silky Pudding;1;9091
MA-218-614293-20231122153934;218;2023-11-22T15:39:34;Taro Silky Pudding;1;9091
MA-218-614293-20231122153934;218;2023-11-22T15:39:34;Cotton Candy Silky Pudding;1;9091
MA-218-614293-20231122153934;218;2023-11-22T15:39:34;Thai Tea Silky Pudding;1;9091
MA-218-614293-20231122170952;218;2023-11-22T17:09:52;Thai Tea Silky Pudding;1;9091
MA-218-614293-20231122170952;218;2023-11-22T17:09:52;Cotton Candy Silky Pudding;1;9091
MA-218-614293-20231122170952;218;2023-11-22T17:09:52;Taro Silky Pudding;1;9091
MA-218-614293-20231122170952;218;2023-11-22T17:09:52;Green Tea Silky Pudding;1;9091
MA-218-614293-20231122170952;218;2023-11-22T17:09:52;Choco Silky Pudding;1;9091
MA-218-613941-20231122172210;218;2023-11-22T17:22:10;Lemon Tea Yakult Large;1;18182
MA-218-613941-20231122172210;218;2023-11-22T17:22:10;Fresh Lemon Tea Large;1;11818
MA-218-614336-20231123110248;218;2023-11-23T11:02:48;Lemon Tea Yakult Large;2;18182
MA-218-613969-20231123115623;218;2023-11-23T11:56:23;Lemon Tea Yakult Large;2;18182
MA-218-614293-20231123135827;218;2023-11-23T13:58:27;Choco Cheese Crunchy Large;1;21818
MA-218-614293-20231123135827;218;2023-11-23T13:58:27;Roti Bakar Cream Butter;1;20000
MA-218-614293-20231123135827;218;2023-11-23T13:58:27;Usus Goreng;1;11818
MA-218-614293-20231123135827;218;2023-11-23T13:58:27;Roti Kukus Keju;1;10000
MA-218-614290-20231124100045;218;2023-11-24T10:00:45;Meatball;5;2727
MA-218-614290-20231124100045;218;2023-11-24T10:00:45;Packaging Boiled Side Dish;5;0
MA-218-614293-20231124104556;218;2023-11-24T10:45:56;Green Tea Silky Pudding;2;9091
MA-218-614293-20231124104556;218;2023-11-24T10:45:56;Thai Tea Silky Pudding;2;9091
MA-218-614293-20231124104556;218;2023-11-24T10:45:56;Choco Silky Pudding;2;9091
MA-218-614293-20231124104556;218;2023-11-24T10:45:56;Taro Silky Pudding;2;9091
MA-218-614293-20231124104556;218;2023-11-24T10:45:56;Cotton Candy Silky Pudding;2;9091
MA-218-451363-20231124110419;218;2023-11-24T11:04:19;Lemon Tea Yakult Large;2;18182
MA-218-614293-20231124112209;218;2023-11-24T11:22:09;Choco Lava Medium;1;13636
MA-218-614293-20231124112209;218;2023-11-24T11:22:09;Green Thai Tea Small;1;7273
MA-218-614293-20231124112209;218;2023-11-24T11:22:09;Taro Medium;1;10909
MA-218-614293-20231124112209;218;2023-11-24T11:22:09;Cotton Candy Large;1;13636
MA-218-614293-20231124112209;218;2023-11-24T11:22:09;Thai Tea Small;1;5455
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Chicken Fried Ramyeon;1;17273
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Odeng;1;10909
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Chicken Siomay;1;10909
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Packaging Boiled Side Dish;1;0
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Dimsum Beef;1;10909
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Topokki;1;22727
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Choco Cheese Crunchy Large;1;21818
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Melted Cheese;1;4545
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Lumpia Goreng Kulit Tahu;1;13636
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Melted Cheese;1;4545
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Packaging Noodle;1;0
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Packaging Boiled Side Dish;1;0
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Packaging Topokki;1;0
MA-218-846260-20231127153105;218;2023-11-27T15:31:05;Chilli Ramyeon Level 1;1;0
MA-218-614293-20231129151003;218;2023-11-29T15:10:03;Choco Cheese Crunchy Large;1;21818
MA-218-614293-20231129153300;218;2023-11-29T15:33:00;Choco Cheese Crunchy Large;3;21818
MA-218-614293-20231130105209;218;2023-11-30T10:52:09;Choco Cheese Crunchy Large;2;21818
MA-218-614293-20231130105857;218;2023-11-30T10:58:57;Choco Cheese Crunchy Large;2;21818
MA-218-756530-20231130122904;218;2023-11-30T12:29:04;Choco Cheese Crunchy Large;2;21818
MA-218-627274-20231130123717;218;2023-11-30T12:37:17;Choco Cheese Crunchy Large;2;21818
MA-218-453480-20231130124800;218;2023-11-30T12:48:00;Choco Cheese Crunchy Large;2;21818
MA-218-614304-20231130130146;218;2023-11-30T13:01:46;Choco Cheese Crunchy Large;2;21818
MA-218-613966-20231130130552;218;2023-11-30T13:05:52;Choco Cheese Crunchy Large;2;21818
MA-218-756530-20231130131416;218;2023-11-30T13:14:16;Choco Cheese Crunchy Large;2;21818
MA-218-614293-20231130131538;218;2023-11-30T13:15:38;Choco Cheese Crunchy Small;2;18182
MA-218-775030-20231130132550;218;2023-11-30T13:25:50;Choco Cheese Crunchy Large;2;21818
MA-218-613926-20231130133020;218;2023-11-30T13:30:20;Choco Cheese Crunchy Large;2;21818
MA-218-517710-20231130135345;218;2023-11-30T13:53:45;Choco Cheese Crunchy Large;2;21818
MA-218-614293-20231130140922;218;2023-11-30T14:09:22;Thai Tea Small;1;5455
MA-218-614293-20231130140922;218;2023-11-30T14:09:22;Green Thai Tea Small;1;7273
MA-218-846260-20231130152310;218;2023-11-30T15:23:10;Packaging Noodle;1;0
MA-218-846260-20231130152310;218;2023-11-30T15:23:10;Chilli Ramyeon Level 1;1;0
MA-218-846260-20231130152310;218;2023-11-30T15:23:10;Chicken Fried Ramyeon;1;17273
MA-218-846260-20231130152310;218;2023-11-30T15:23:10;Telur Rebus;1;4545
MA-218-846260-20231130152310;218;2023-11-30T15:23:10;Choco Cheese Crunchy Large;2;21818
MA-218-846260-20231130152310;218;2023-11-30T15:23:10;Chilli Ramyeon Level 1;1;0
MA-218-846260-20231130152310;218;2023-11-30T15:23:10;Bone Marrow Ramyeon;1;17273
MA-218-846260-20231130152310;218;2023-11-30T15:23:10;Packaging Noodle;1;0
MA-218-846260-20231130152310;218;2023-11-30T15:23:10;Telur Mata Sapi;1;4545
MA-218-846260-20231130154657;218;2023-11-30T15:46:57;Choco Cheese Crunchy Large;1;21818
MA-218-614293-20231201135901;218;2023-12-01T13:59:01;Choco Cheese Crunchy Large;1;21818
MA-218-614293-20231201135901;218;2023-12-01T13:59:01;Roti Kukus Chocomaltine;1;10909
MA-218-614293-20231201135901;218;2023-12-01T13:59:01;Thai Tea Large;2;10000
MA-218-614293-20231201142647;218;2023-12-01T14:26:47;Usus Goreng;1;11818
MA-218-614293-20231201143528;218;2023-12-01T14:35:28;Choco Cheese Crunchy Large;1;21818
MA-218-614293-20231205101959;218;2023-12-05T10:19:59;Ice Cream Vanilla with Boba;1;14545
MA-218-614293-20231205101959;218;2023-12-05T10:19:59;Choco Cheese Crunchy Large;1;21818
MA-218-614293-20231205141055;218;2023-12-05T14:10:55;Roti Kukus Chocomaltine;1;10909
MA-218-614293-20231205141055;218;2023-12-05T14:10:55;Roti Maryam Susu;1;10000
MA-218-614293-20231205141055;218;2023-12-05T14:10:55;Roti Bakar Cream Butter;1;20000
MA-218-614293-20231205145825;218;2023-12-05T14:58:25;Choco Cheese Crunchy Large;1;21818
MA-218-846260-20231205155358;218;2023-12-05T15:53:58;Chicken Fried Ramyeon;1;17273
MA-218-846260-20231205155358;218;2023-12-05T15:53:58;Bone Marrow Ramyeon;1;17273
MA-218-846260-20231205155358;218;2023-12-05T15:53:58;Chilli Ramyeon Level 1;1;0
MA-218-846260-20231205155358;218;2023-12-05T15:53:58;Packaging Noodle;1;0
MA-218-846260-20231205155358;218;2023-12-05T15:53:58;Choco Cheese Crunchy Large;1;21818
MA-218-846260-20231205155358;218;2023-12-05T15:53:58;Packaging Noodle;1;0
MA-218-846260-20231205155358;218;2023-12-05T15:53:58;Chilli Ramyeon Level 1;1;0
MA-218-846260-20231205162408;218;2023-12-05T16:24:08;Roti Bakar Chocomaltine Keju;1;30000
MA-218-846260-20231205164509;218;2023-12-05T16:45:09;Chilli Ramyeon Level 1;1;0
MA-218-846260-20231205164509;218;2023-12-05T16:45:09;Melted Cheese;1;4545
MA-218-846260-20231205164509;218;2023-12-05T16:45:09;Packaging Noodle;1;0
MA-218-846260-20231205164509;218;2023-12-05T16:45:09;Telur Rebus;1;4545
MA-218-846260-20231205164509;218;2023-12-05T16:45:09;Chicken Fried Ramyeon;1;17273
MA-218-846260-20231205165142;218;2023-12-05T16:51:42;Bone Marrow Ramyeon;1;17273
MA-218-846260-20231205165142;218;2023-12-05T16:51:42;Chilli Ramyeon Level 1;1;0
MA-218-846260-20231205165142;218;2023-12-05T16:51:42;Packaging Noodle;1;0
MA-218-846260-20231205165142;218;2023-12-05T16:51:42;Spicy Odeng;1;14545
MA-218-846260-20231205165142;218;2023-12-05T16:51:42;Telur Rebus;1;4545
MA-218-846260-20231205165142;218;2023-12-05T16:51:42;Topokki;1;22727
MA-218-846260-20231205165142;218;2023-12-05T16:51:42;Packaging Topokki;1;0
MA-218-846260-20231205165142;218;2023-12-05T16:51:42;Melted Cheese;1;4545
MA-218-846260-20231205165142;218;2023-12-05T16:51:42;Packaging Boiled Side Dish;1;0
MA-218-614290-20231206135000;218;2023-12-06T13:50:00;Telur Rebus;1;4545
MA-218-614290-20231206135000;218;2023-12-06T13:50:00;Packaging Noodle;1;0
MA-218-614290-20231206135000;218;2023-12-06T13:50:00;Chilli Ramyeon Level 4;1;0
MA-218-614290-20231206135000;218;2023-12-06T13:50:00;Spicy Kimchi Ramyeon;1;17273
MA-218-614290-20231206135000;218;2023-12-06T13:50:00;Roti Bakar Coklat Keju;1;25455
MA-218-614290-20231206135000;218;2023-12-06T13:50:00;Choco Cheese Crunchy Large;1;21818
MA-218-756525-20231206181321;218;2023-12-06T18:13:21;Choco Silky Pudding;3;9091
MA-218-756525-20231206181321;218;2023-12-06T18:13:21;Thai Tea Large;2;10000
MA-218-756525-20231206181321;218;2023-12-06T18:13:21;Thai Tea Silky Pudding;2;9091
MA-218-756525-20231206181321;218;2023-12-06T18:13:21;Taro Silky Pudding;2;9091
MA-218-756525-20231206181321;218;2023-12-06T18:13:21;Green Tea Silky Pudding;2;9091
MA-218-756525-20231206181321;218;2023-12-06T18:13:21;Cotton Candy Silky Pudding;3;9091
MA-218-614293-20231207133150;218;2023-12-07T13:31:50;Ice Cream Vanilla with Boba;1;14545
MA-218-614293-20231207133150;218;2023-12-07T13:31:50;Choco Hazelnut Large;1;13636
MA-218-614293-20231207133216;218;2023-12-07T13:32:16;Cotton Candy Silky Pudding;1;9091
MA-218-614304-20231207153752;218;2023-12-07T15:37:52;Spicy Odeng;1;14545
MA-218-614304-20231207153752;218;2023-12-07T15:37:52;Packaging Noodle;1;0
MA-218-614304-20231207153752;218;2023-12-07T15:37:52;Chilli Ramyeon Level 1;1;0
MA-218-614304-20231207153752;218;2023-12-07T15:37:52;Bone Marrow Ramyeon;1;17273
MA-218-614304-20231207153752;218;2023-12-07T15:37:52;Packaging Boiled Side Dish;1;0
MA-218-614304-20231207153752;218;2023-12-07T15:37:52;Telur Rebus;1;4545
MA-218-614293-20231207162125;218;2023-12-07T16:21:25;Egg Pudding;1;2727
MA-218-614293-20231207162125;218;2023-12-07T16:21:25;Choco Hazelnut Large;1;13636
MA-218-614293-20231208110237;218;2023-12-08T11:02:37;Egg Pudding;1;2727
MA-218-614293-20231208110237;218;2023-12-08T11:02:37;Choco Hazelnut Cheese Large;1;18182
MA-218-451360-20231208124038;218;2023-12-08T12:40:38;Packaging Noodle;1;0
MA-218-451360-20231208124038;218;2023-12-08T12:40:38;Chilli Ramyeon Level 1;4;0
MA-218-451360-20231208124038;218;2023-12-08T12:40:38;Bone Marrow Ramyeon;4;17273
MA-218-451360-20231208124038;218;2023-12-08T12:40:38;Packaging Boiled Side Dish;1;0
MA-218-451360-20231208124038;218;2023-12-08T12:40:38;Odeng;1;10909
MA-218-451360-20231208124038;218;2023-12-08T12:40:38;Packaging Boiled Side Dish;3;0
MA-218-451360-20231208124038;218;2023-12-08T12:40:38;Spicy Odeng;3;14545
MA-218-451360-20231208124038;218;2023-12-08T12:40:38;Chilli Ramyeon Level 3;1;0
MA-218-451360-20231208124038;218;2023-12-08T12:40:38;Bone Marrow Ramyeon;1;17273
MA-218-451360-20231208124038;218;2023-12-08T12:40:38;Telur Rebus;4;4545
MA-218-451360-20231208124038;218;2023-12-08T12:40:38;Packaging Noodle;4;0
MA-218-451360-20231208152212;218;2023-12-08T15:22:12;Lumpia Goreng Kulit Tahu;1;13636
MA-218-451360-20231208152212;218;2023-12-08T15:22:12;Dimsum Beef;1;10909
MA-218-614293-20231208195115;218;2023-12-08T19:51:15;Usus Goreng;1;11818
MA-218-614293-20231208195115;218;2023-12-08T19:51:15;Cheese (6 Gr);1;1818
MA-218-749454-20231211110846;218;2023-12-11T11:08:46;Thai Tea Silky Pudding;2;9091
MA-218-749454-20231211110846;218;2023-12-11T11:08:46;Choco Silky Pudding;3;9091
MA-218-749454-20231211110846;218;2023-12-11T11:08:46;Thai Tea Large;2;10000
MA-218-749454-20231211110846;218;2023-12-11T11:08:46;Taro Silky Pudding;2;9091
MA-218-749454-20231211110846;218;2023-12-11T11:08:46;Green Tea Silky Pudding;2;9091
MA-218-749454-20231211110846;218;2023-12-11T11:08:46;Cotton Candy Silky Pudding;3;9091
MA-218-614293-20231211121946;218;2023-12-11T12:19:46;Roti Bakar Strawberry;1;22727
MA-218-614293-20231211121946;218;2023-12-11T12:19:46;Ice Cream Vanilla with Boba;1;14545
MA-218-614293-20231211121946;218;2023-12-11T12:19:46;Roti Kukus Susu;1;7273
MA-218-614293-20231211121946;218;2023-12-11T12:19:46;Mango Tea Large;1;10909
MA-218-614293-20231211121946;218;2023-12-11T12:19:46;Thai Tea Large;1;10000
MA-218-614293-20231211121946;218;2023-12-11T12:19:46;Cotton Candy Silky Pudding;1;9091
MA-218-614293-20231211121946;218;2023-12-11T12:19:46;Lychee Tea Large;1;10909
MA-218-614293-20231211121946;218;2023-12-11T12:19:46;Strawberry Tea Large;1;10909
MA-218-614293-20231211122006;218;2023-12-11T12:20:06;Ice Cream Vanilla with Boba;1;14545
MA-218-614293-20231211122006;218;2023-12-11T12:20:06;Cotton Candy Silky Pudding;1;9091
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;Chicken Siomay;2;10909
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;Packaging Boiled Side Dish;2;0
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;Fried Fish Cake;2;8182
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;Packaging Boiled Side Dish;5;0
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;Mandu;5;4545
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;Packaging Boiled Side Dish;1;0
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;Odeng;1;10909
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;Packaging Boiled Side Dish;5;0
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;gimmari;5;4545
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;Packaging Boiled Side Dish;2;0
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;Fish Cake;2;8182
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;Packaging Boiled Side Dish;1;0
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;Spicy Odeng;1;14545
MA-218-614290-20231211145638;218;2023-12-11T14:56:38;Packaging Boiled Side Dish;2;0
MA-218-614293-20231211145904;218;2023-12-11T14:59:04;Baso Goreng;3;11818
MA-218-614293-20231211145904;218;2023-12-11T14:59:04;Usus Goreng;3;11818
MA-218-614293-20231211145904;218;2023-12-11T14:59:04;Macaroni Goreng;3;10909
MA-218-614293-20231211145939;218;2023-12-11T14:59:39;Choco Cheese Crunchy Large;1;21818
MA-218-614293-20231212103439;218;2023-12-12T10:34:39;Choco Hazelnut Medium;1;12727
MA-218-614293-20231212103439;218;2023-12-12T10:34:39;Roti Bakar Cream Butter;1;20000
