Customer ID,Gender
21149,2
21151,1
21152,2
21153,1
21159,2
21162,2
21164,2
21165,2
21166,2
21167,2
21169,2
21174,1
21176,2
21178,1
21180,1
21187,1
21191,2
21192,2
21195,1
21196,2
21201,1
21204,2
21210,2
21213,1
21214,2
21215,2
21220,1
21223,2
21225,2
21235,2
21236,2
21238,2
21241,2
21242,2
21244,2
21246,2
21249,2
21250,2
21255,2
21260,2
21268,2
21269,1
21270,2
21272,2
21273,2
21285,2
21289,2
21291,1
21295,2
21299,2
21300,2
21310,2
21312,2
21315,2
21317,1
21318,1
21319,1
21321,1
21324,1
21326,1
21328,1
21336,2
21346,2
21349,2
21354,2
21355,2
21357,2
21362,2
21364,1
21368,1
21371,2
21378,2
21384,2
21385,2
21387,2
21388,2
21389,2
21392,2
21397,2
21398,2
21400,2
21403,1
21404,1
21411,2
21414,2
21426,2
21427,2
21429,1
21432,1
21440,2
21463,2
21490,1
21495,1
21500,1
21501,2
21511,2
21516,2
21521,1
21526,2
21530,2
21535,2
21539,1
21553,2
21559,2
21563,1
21571,1
21572,2
21575,1
21578,2
21579,1
21586,1
21590,2
21594,1
21598,2
21599,2
21605,2
21607,2
21608,2
21616,1
21617,2
21620,2
21625,2
21636,1
21640,2
21641,2
21642,2
21646,1
21650,2
21651,2
21652,2
21658,2
21661,1
21662,2
21665,1
21666,1
21668,1
21675,2
21676,1
21679,2
21701,1
21703,2
21704,2
21706,2
21707,2
21709,2
21713,1
21714,2
21719,2
21729,1
21733,1
21743,2
21747,2
21753,1
21754,2
21768,2
21771,1
21772,1
21775,2
21777,2
21778,1
21779,2
21781,2
21782,2
21785,2
21786,2
21787,2
21789,1
21790,1
21791,1
21792,1
21795,2
21802,2
21805,2
21808,1
21814,2
21818,2
21822,2
21826,1
21829,2
21831,2
21837,2
21839,2
21840,1
21843,2
21855,2
21856,2
21857,2
21858,2
21860,2
21862,2
21866,1
21867,2
21869,1
21870,2
21872,1
21879,2
21880,2
21893,2
21898,2
21902,1
21904,1
21907,2
21911,1
21912,2
21916,2
21917,1
21918,1
21922,2
21939,1
21941,1
21942,2
21944,1
